valid-loss_step,step,valid-loss_epoch,valid-acc_epoch,epoch,train-loss_epoch,train-loss_step
,57,1.2433229684829712,0.5232816338539124,57,,
,57,,,57,1.2534321546554565,
1.2386040687561035,58,,,,,
,58,1.2386040687561035,0.5257010459899902,58,,
,58,,,58,1.2480733394622803,
1.2339493036270142,59,,,,,
,59,1.2339493036270142,0.5278229713439941,59,,
,59,,,59,1.2432934045791626,
1.229365587234497,60,,,,,
,60,1.229365587234497,0.5302621722221375,60,,
,60,,,60,1.239078164100647,
1.2248501777648926,61,,,,,
,61,1.2248501777648926,0.5319874882698059,61,,
,61,,,61,1.2337673902511597,
1.2203989028930664,62,,,,,
,62,1.2203989028930664,0.5337722897529602,62,,
,62,,,62,1.2292970418930054,
1.2160098552703857,63,,,,,
,63,1.2160098552703857,0.5355967283248901,63,,
,63,,,63,1.2256536483764648,
1.211685299873352,64,,,,,
,64,1.211685299873352,0.5380160808563232,64,,
,64,,,64,1.2212802171707153,
1.207428216934204,65,,,,,
,65,1.207428216934204,0.5392059683799744,65,,
,65,,,65,1.2164263725280762,
1.203244924545288,66,,,,,
,66,1.203244924545288,0.54144686460495,66,,
,66,,,66,1.2125341892242432,
1.1991394758224487,67,,,,,
,67,1.1991394758224487,0.5434101223945618,67,,
,67,,,67,1.208103060722351,
1.1951106786727905,68,,,,,
,68,1.1951106786727905,0.5451751351356506,68,,
,68,,,68,1.2046136856079102,
1.1911563873291016,69,,,,,
,69,1.1911563873291016,0.5469995737075806,69,,
,69,,,69,1.2002160549163818,
1.1872750520706177,70,,,,,
,70,1.1872750520706177,0.5484670400619507,70,,
,70,,,70,1.1965131759643555,
1.1834686994552612,71,,,,,
,71,1.1834686994552612,0.5504501461982727,71,,
,71,,,71,1.1927815675735474,
1.1797387599945068,72,,,,,
,72,1.1797387599945068,0.5519771575927734,72,,
,72,,,72,1.1892311573028564,
1.176085114479065,73,,,,,
,73,1.176085114479065,0.5538610816001892,73,,
,73,,,73,1.1849901676177979,
1.1725050210952759,74,,,,,
,74,1.1725050210952759,0.5556260943412781,74,,
,74,,,74,1.1812795400619507,
1.1689939498901367,75,,,,,
,75,1.1689939498901367,0.5568159222602844,75,,
,75,,,75,1.177678108215332,
1.1655458211898804,76,,,,,
,76,1.1655458211898804,0.5586800575256348,76,,
,76,,,76,1.1743444204330444,
1.1621578931808472,77,,,,,
,77,1.1621578931808472,0.5604450106620789,77,,
,77,,,77,1.1708465814590454,
1.1588293313980103,78,,,,,
,78,1.1588293313980103,0.5618926882743835,78,,
,78,,,78,1.1676870584487915,
1.1555603742599487,79,,,,,
,79,1.1555603742599487,0.5637964606285095,79,,
,79,,,79,1.1639405488967896,
1.152350902557373,80,,,,,
,80,1.152350902557373,0.565521776676178,80,,
,80,,,80,1.1612298488616943,
1.149200677871704,81,,,,,
,81,1.149200677871704,0.5670289397239685,81,,
,81,,,81,1.1578123569488525,
1.1461081504821777,82,,,,,
,82,1.1461081504821777,0.5686352252960205,82,,
,82,,,82,1.1540493965148926,
1.1430712938308716,83,,,,,
,83,1.1430712938308716,0.5698647499084473,83,,
,83,,,83,1.1515227556228638,
1.1400882005691528,84,,,,,
,84,1.1400882005691528,0.5717090368270874,84,,
,84,,,84,1.1479711532592773,
1.1371577978134155,85,,,,,
,85,1.1371577978134155,0.57337486743927,85,,
,85,,,85,1.145508050918579,
1.1342799663543701,86,,,,,
,86,1.1342799663543701,0.5748621821403503,86,,
,86,,,86,1.1419564485549927,
1.1314525604248047,87,,,,,
,87,1.1314525604248047,0.5758140683174133,87,,
,87,,,87,1.1399832963943481,
1.1286736726760864,88,,,,,
,88,1.1286736726760864,0.5773013830184937,88,,
,88,,,88,1.1364476680755615,
1.1259444952011108,89,,,,,
,89,1.1259444952011108,0.5781739354133606,89,,
,89,,,89,1.1343454122543335,
1.123262882232666,90,,,,,
,90,1.123262882232666,0.579740583896637,90,,
,90,,,90,1.1308120489120483,
1.1206284761428833,91,,,,,
,91,1.1206284761428833,0.5812477469444275,91,,
,91,,,91,1.1289516687393188,
1.1180399656295776,92,,,,,
,92,1.1180399656295776,0.5822393298149109,92,,
,92,,,92,1.1257232427597046,
1.1154966354370117,93,,,,,
,93,1.1154966354370117,0.5831912159919739,93,,
,93,,,93,1.1238327026367188,
1.112998604774475,94,,,,,
,94,1.112998604774475,0.5842025876045227,94,,
,94,,,94,1.121290683746338,
1.1105446815490723,95,,,,,
,95,1.1105446815490723,0.5854122638702393,95,,
,95,,,95,1.118787407875061,
1.1081334352493286,96,,,,,
,96,1.1081334352493286,0.5865426659584045,96,,
,96,,,96,1.1166287660598755,
1.1057630777359009,97,,,,,
,97,1.1057630777359009,0.5877920389175415,97,,
,97,,,97,1.1140027046203613,
1.103432297706604,98,,,,,
,98,1.103432297706604,0.5887835621833801,98,,
,98,,,98,1.111535906791687,
,99,,,99,,1.108708381652832
1.1011404991149902,99,,,,,
,99,1.1011404991149902,0.5899139046669006,99,,
,99,,,99,1.108708381652832,
1.0988880395889282,100,,,,,
,100,1.0988880395889282,0.5911632776260376,100,,
,100,,,100,1.1060529947280884,
1.096673846244812,101,,,,,
,101,1.096673846244812,0.592511773109436,101,,
,101,,,101,1.1046286821365356,
1.0944981575012207,102,,,,,
,102,1.0944981575012207,0.593840479850769,102,,
,102,,,102,1.1024929285049438,
1.0923596620559692,103,,,,,
,103,1.0923596620559692,0.59501051902771,103,,
,103,,,103,1.0996044874191284,
1.090259075164795,104,,,,,
,104,1.090259075164795,0.5963391661643982,104,,
,104,,,104,1.0985106229782104,
1.0881950855255127,105,,,,,
,105,1.0881950855255127,0.5974695682525635,105,,
,105,,,105,1.0958904027938843,
1.0861667394638062,106,,,,,
,106,1.0861667394638062,0.5987585783004761,106,,
,106,,,106,1.0934466123580933,
1.084173321723938,107,,,,,
,107,1.084173321723938,0.599551796913147,107,,
,107,,,107,1.0915025472640991,
1.0822138786315918,108,,,,,
,108,1.0822138786315918,0.6004244089126587,108,,
,108,,,108,1.0894919633865356,
1.080287218093872,109,,,,,
,109,1.080287218093872,0.6008210182189941,109,,
,109,,,109,1.0876811742782593,
1.078391671180725,110,,,,,
,110,1.078391671180725,0.6017332077026367,110,,
,110,,,110,1.0858041048049927,
1.076526165008545,111,,,,,
,111,1.076526165008545,0.6028041243553162,111,,
,111,,,111,1.083916425704956,
1.0746912956237793,112,,,,,
,112,1.0746912956237793,0.6035973429679871,112,,
,112,,,112,1.0816453695297241,
1.0728873014450073,113,,,,,
,113,1.0728873014450073,0.6049855351448059,113,,
,113,,,113,1.0806233882904053,
1.0711140632629395,114,,,,,
,114,1.0711140632629395,0.6054416298866272,114,,
,114,,,114,1.0780712366104126,
1.0693700313568115,115,,,,,
,115,1.0693700313568115,0.6060563921928406,115,,
,115,,,115,1.076587200164795,
1.0676543712615967,116,,,,,
,116,1.0676543712615967,0.6066116690635681,116,,
,116,,,116,1.0747473239898682,
1.0659669637680054,117,,,,,
,117,1.0659669637680054,0.6073057651519775,117,,
,117,,,117,1.0737600326538086,
1.0643067359924316,118,,,,,
,118,1.0643067359924316,0.6080394983291626,118,,
,118,,,118,1.070794701576233,
1.0626726150512695,119,,,,,
,119,1.0626726150512695,0.6087534427642822,119,,
,119,,,119,1.070288896560669,
1.0610631704330444,120,,,,,
,120,1.0610631704330444,0.6094276905059814,120,,
,120,,,120,1.0682880878448486,
1.0594779253005981,121,,,,,
,121,1.0594779253005981,0.6101019382476807,121,,
,121,,,121,1.0670524835586548,
1.0579169988632202,122,,,,,
,122,1.0579169988632202,0.6105381846427917,122,,
,122,,,122,1.0648837089538574,
1.0563806295394897,123,,,,,
,123,1.0563806295394897,0.6109150052070618,123,,
,123,,,123,1.0636236667633057,
1.0548666715621948,124,,,,,
,124,1.0548666715621948,0.611668586730957,124,,
,124,,,124,1.0609283447265625,
1.0533758401870728,125,,,,,
,125,1.0533758401870728,0.6121841669082642,125,,
,125,,,125,1.0604192018508911,
1.0519068241119385,126,,,,,
,126,1.0519068241119385,0.6123626828193665,126,,
,126,,,126,1.0574569702148438,
1.050459623336792,127,,,,,
,127,1.050459623336792,0.6131360530853271,127,,
,127,,,127,1.0572633743286133,
1.0490325689315796,128,,,,,
,128,1.0490325689315796,0.6134335398674011,128,,
,128,,,128,1.055451512336731,
1.0476263761520386,129,,,,,
,129,1.0476263761520386,0.6140086650848389,129,,
,129,,,129,1.0549906492233276,
1.0462394952774048,130,,,,,
,130,1.0462394952774048,0.6144647598266602,130,,
,130,,,130,1.052209734916687,
1.0448724031448364,131,,,,,
,131,1.0448724031448364,0.6151588559150696,131,,
,131,,,131,1.051203966140747,
1.0435243844985962,132,,,,,
,132,1.0435243844985962,0.615852952003479,132,,
,132,,,132,1.0503358840942383,
1.0421943664550781,133,,,,,
,133,1.0421943664550781,0.6164478659629822,133,,
,133,,,133,1.048412799835205,
1.0408823490142822,134,,,,,
,134,1.0408823490142822,0.6169634461402893,134,,
,134,,,134,1.0472569465637207,
1.0395879745483398,135,,,,,
,135,1.0395879745483398,0.6179351806640625,135,,
,135,,,135,1.0454940795898438,
1.0383116006851196,136,,,,,
,136,1.0383116006851196,0.6183714866638184,136,,
,136,,,136,1.0453230142593384,
1.0370514392852783,137,,,,,
,137,1.0370514392852783,0.6186689138412476,137,,
,137,,,137,1.0439954996109009,
1.0358078479766846,138,,,,,
,138,1.0358078479766846,0.6187680959701538,138,,
,138,,,138,1.0418530702590942,
1.034580945968628,139,,,,,
,139,1.034580945968628,0.6195018291473389,139,,
,139,,,139,1.0411219596862793,
1.033369541168213,140,,,,,
,140,1.033369541168213,0.6199777722358704,140,,
,140,,,140,1.0405571460723877,
1.032172441482544,141,,,,,
,141,1.032172441482544,0.6204537153244019,141,,
,141,,,141,1.0385925769805908,
1.0309892892837524,142,,,,,
,142,1.0309892892837524,0.6209098696708679,142,,
,142,,,142,1.0367530584335327,
1.0298210382461548,143,,,,,
,143,1.0298210382461548,0.621266782283783,143,,
,143,,,143,1.0361347198486328,
1.0286682844161987,144,,,,,
,144,1.0286682844161987,0.6214452981948853,144,,
,144,,,144,1.035651683807373,
1.0275288820266724,145,,,,,
,145,1.0275288820266724,0.6216237545013428,145,,
,145,,,145,1.033776044845581,
1.0264039039611816,146,,,,,
,146,1.0264039039611816,0.6220799088478088,146,,
,146,,,146,1.0333452224731445,
1.0252922773361206,147,,,,,
,147,1.0252922773361206,0.622377336025238,147,,
,147,,,147,1.0318293571472168,
1.0241934061050415,148,,,,,
,148,1.0241934061050415,0.6227739453315735,148,,
,148,,,148,1.0307127237319946,
,149,,,149,,1.0294359922409058
1.0231060981750488,149,,,,,
,149,1.0231060981750488,0.6231507658958435,149,,
,149,,,149,1.0294359922409058,
1.0220309495925903,150,,,,,
,150,1.0220309495925903,0.6236663460731506,150,,
,150,,,150,1.0279161930084229,
1.0209674835205078,151,,,,,
,151,1.0209674835205078,0.6238844990730286,151,,
,151,,,151,1.026556372642517,
1.0199148654937744,152,,,,,
,152,1.0199148654937744,0.6242414712905884,152,,
,152,,,152,1.0256011486053467,
1.0188735723495483,153,,,,,
,153,1.0188735723495483,0.6247174143791199,153,,
,153,,,153,1.0252918004989624,
1.0178430080413818,154,,,,,
,154,1.0178430080413818,0.625153660774231,154,,
,154,,,154,1.0232659578323364,
1.016823172569275,155,,,,,
,155,1.016823172569275,0.6254115104675293,155,,
,155,,,155,1.0228252410888672,
1.0158134698867798,156,,,,,
,156,1.0158134698867798,0.6259072422981262,156,,
,156,,,156,1.0214813947677612,
1.0148138999938965,157,,,,,
,157,1.0148138999938965,0.6261452436447144,157,,
,157,,,157,1.0209506750106812,
1.013824701309204,158,,,,,
,158,1.013824701309204,0.6266608238220215,158,,
,158,,,158,1.0198625326156616,
1.01284658908844,159,,,,,
,159,1.01284658908844,0.6270971298217773,159,,
,159,,,159,1.0194560289382935,
1.0118789672851562,160,,,,,
,160,1.0118789672851562,0.6273747682571411,160,,
,160,,,160,1.0186662673950195,
1.0109210014343262,161,,,,,
,161,1.0109210014343262,0.6277118921279907,161,,
,161,,,161,1.0171395540237427,
1.0099730491638184,162,,,,,
,162,1.0099730491638184,0.6278507113456726,162,,
,162,,,162,1.0161913633346558,
1.009033203125,163,,,,,
,163,1.009033203125,0.6280093789100647,163,,
,163,,,163,1.0145646333694458,
1.0081028938293457,164,,,,,
,164,1.0081028938293457,0.6281878352165222,164,,
,164,,,164,1.0149344205856323,
1.0071802139282227,165,,,,,
,165,1.0071802139282227,0.6286637783050537,165,,
,165,,,165,1.0130187273025513,
1.0062658786773682,166,,,,,
,166,1.0062658786773682,0.6289215683937073,166,,
,166,,,166,1.0125634670257568,
1.0053603649139404,167,,,,,
,167,1.0053603649139404,0.629119873046875,167,,
,167,,,167,1.0109080076217651,
1.0044630765914917,168,,,,,
,168,1.0044630765914917,0.6293975114822388,168,,
,168,,,168,1.0103448629379272,
1.0035741329193115,169,,,,,
,169,1.0035741329193115,0.6298139691352844,169,,
,169,,,169,1.0094019174575806,
1.002692699432373,170,,,,,
,170,1.002692699432373,0.6301114559173584,170,,
,170,,,170,1.008256435394287,
1.0018202066421509,171,,,,,
,171,1.0018202066421509,0.6302701234817505,171,,
,171,,,171,1.0080112218856812,
1.0009548664093018,172,,,,,
,172,1.0009548664093018,0.6307063698768616,172,,
,172,,,172,1.0067087411880493,
1.0000970363616943,173,,,,,
,173,1.0000970363616943,0.6309046745300293,173,,
,173,,,173,1.0057858228683472,
0.999245285987854,174,,,,,
,174,0.999245285987854,0.6309840083122253,174,,
,174,,,174,1.004931926727295,
0.9984008073806763,175,,,,,
,175,0.9984008073806763,0.6312220096588135,175,,
,175,,,175,1.004943609237671,
0.997563898563385,176,,,,,
,176,0.997563898563385,0.6315591335296631,176,,
,176,,,176,1.0035361051559448,
0.9967344403266907,177,,,,,
,177,0.9967344403266907,0.6320350766181946,177,,
,177,,,177,1.001942753791809,
0.9959112405776978,178,,,,,
,178,0.9959112405776978,0.63243168592453,178,,
,178,,,178,1.0018467903137207,
0.9950940012931824,179,,,,,
,179,0.9950940012931824,0.632729172706604,179,,
,179,,,179,1.000477910041809,
0.9942820072174072,180,,,,,
,180,0.9942820072174072,0.6330662965774536,180,,
,180,,,180,1.0000603199005127,
0.9934768080711365,181,,,,,
,181,0.9934768080711365,0.6333240866661072,181,,
,181,,,181,0.999671995639801,
0.9926779866218567,182,,,,,
,182,0.9926779866218567,0.6337405443191528,182,,
,182,,,182,0.9980324506759644,
0.9918856024742126,183,,,,,
,183,0.9918856024742126,0.6339983344078064,183,,
,183,,,183,0.9983053803443909,
0.9910993576049805,184,,,,,
,184,0.9910993576049805,0.6341173052787781,184,,
,184,,,184,0.9975576996803284,
0.9903191924095154,185,,,,,
,185,0.9903191924095154,0.6344742774963379,185,,
,185,,,185,0.9963877201080322,
0.9895449876785278,186,,,,,
,186,0.9895449876785278,0.6349700689315796,186,,
,186,,,186,0.9951475858688354,
0.9887771606445312,187,,,,,
,187,0.9887771606445312,0.6350691914558411,187,,
,187,,,187,0.9949089288711548,
0.9880149960517883,188,,,,,
,188,0.9880149960517883,0.6354063153266907,188,,
,188,,,188,0.9941526055335999,
0.9872568249702454,189,,,,,
,189,0.9872568249702454,0.6357632875442505,189,,
,189,,,189,0.9925334453582764,
0.9865029454231262,190,,,,,
,190,0.9865029454231262,0.636021077632904,190,,
,190,,,190,0.9923738837242126,
0.9857553243637085,191,,,,,
,191,0.9857553243637085,0.6361004114151001,191,,
,191,,,191,0.9914554357528687,
0.9850132465362549,192,,,,,
,192,0.9850132465362549,0.6361797451972961,192,,
,192,,,192,0.9904694557189941,
0.9842765927314758,193,,,,,
,193,0.9842765927314758,0.6365168690681458,193,,
,193,,,193,0.9901143908500671,
0.9835459589958191,194,,,,,
,194,0.9835459589958191,0.6368341445922852,194,,
,194,,,194,0.989453911781311,
0.9828207492828369,195,,,,,
,195,0.9828207492828369,0.6373497843742371,195,,
,195,,,195,0.9887711405754089,
0.9821017384529114,196,,,,,
,196,0.9821017384529114,0.6375084519386292,196,,
,196,,,196,0.9882845282554626,
0.9813870787620544,197,,,,,
,197,0.9813870787620544,0.6376670598983765,197,,
,197,,,197,0.9872246384620667,
0.9806736707687378,198,,,,,
,198,0.9806736707687378,0.6378058791160583,198,,
,198,,,198,0.9853726029396057,
,199,,,199,,0.9858402013778687
0.9799643754959106,199,,,,,
,199,0.9799643754959106,0.6380835175514221,199,,
,199,,,199,0.9858402013778687,
0.9792616367340088,200,,,,,
,200,0.9792616367340088,0.6382818222045898,200,,
,200,,,200,0.9850769639015198,
0.9785642027854919,201,,,,,
,201,0.9785642027854919,0.6384999752044678,201,,
,201,,,201,0.984362781047821,
0.9778695106506348,202,,,,,
,202,0.9778695106506348,0.638519823551178,202,,
,202,,,202,0.9832684993743896,
0.9771808385848999,203,,,,,
,203,0.9771808385848999,0.6385594606399536,203,,
,203,,,203,0.9836699366569519,
0.9764972925186157,204,,,,,
,204,0.9764972925186157,0.6387577652931213,204,,
,204,,,204,0.982193112373352,
0.9758170247077942,205,,,,,
,205,0.9758170247077942,0.6390552520751953,205,,
,205,,,205,0.9810709357261658,
0.9751402139663696,206,,,,,
,206,0.9751402139663696,0.6391940712928772,206,,
,206,,,206,0.980467677116394,
0.9744682908058167,207,,,,,
,207,0.9744682908058167,0.6394915580749512,207,,
,207,,,207,0.9802796840667725,
0.9738002419471741,208,,,,,
,208,0.9738002419471741,0.6397294998168945,208,,
,208,,,208,0.978988528251648,
0.973137617111206,209,,,,,
,209,0.973137617111206,0.64012610912323,209,,
,209,,,209,0.9793501496315002,
0.9724798798561096,210,,,,,
,210,0.9724798798561096,0.6402847766876221,210,,
,210,,,210,0.9777635335922241,
0.9718269109725952,211,,,,,
,211,0.9718269109725952,0.6403641104698181,211,,
,211,,,211,0.9772067070007324,
0.9711785316467285,212,,,,,
,212,0.9711785316467285,0.6405029296875,212,,
,212,,,212,0.9761190414428711,
0.9705345630645752,213,,,,,
,213,0.9705345630645752,0.6406417489051819,213,,
,213,,,213,0.9762153029441833,
0.9698954820632935,214,,,,,
,214,0.9698954820632935,0.6410383582115173,214,,
,214,,,214,0.9746326804161072,
0.969258189201355,215,,,,,
,215,0.969258189201355,0.641077995300293,215,,
,215,,,215,0.9751011729240417,
0.9686237573623657,216,,,,,
,216,0.9686237573623657,0.6412168145179749,216,,
,216,,,216,0.9745696187019348,
0.967995822429657,217,,,,,
,217,0.967995822429657,0.641534149646759,217,,
,217,,,217,0.9730569124221802,
0.9673739075660706,218,,,,,
,218,0.9673739075660706,0.6416134238243103,218,,
,218,,,218,0.9735451340675354,
0.9667544960975647,219,,,,,
,219,0.9667544960975647,0.6418315768241882,219,,
,219,,,219,0.9726293087005615,
0.9661378860473633,220,,,,,
,220,0.9661378860473633,0.6417126059532166,220,,
,220,,,220,0.9721987247467041,
0.9655272960662842,221,,,,,
,221,0.9655272960662842,0.6419902443885803,221,,
,221,,,221,0.970519483089447,
0.9649213552474976,222,,,,,
,222,0.9649213552474976,0.642486035823822,222,,
,222,,,222,0.9698784947395325,
0.9643181562423706,223,,,,,
,223,0.9643181562423706,0.6427041888237,223,,
,223,,,223,0.9705308675765991,
0.9637174010276794,224,,,,,
,224,0.9637174010276794,0.6429421305656433,224,,
,224,,,224,0.9690858721733093,
0.96312016248703,225,,,,,
,225,0.96312016248703,0.643140435218811,225,,
,225,,,225,0.9688885807991028,
0.962526798248291,226,,,,,
,226,0.962526798248291,0.6431602835655212,226,,
,226,,,226,0.9677313566207886,
0.9619390964508057,227,,,,,
,227,0.9619390964508057,0.643437922000885,227,,
,227,,,227,0.9681804180145264,
0.96135413646698,228,,,,,
,228,0.96135413646698,0.6435767412185669,228,,
,228,,,228,0.9669545292854309,
0.9607725143432617,229,,,,,
,229,0.9607725143432617,0.6440526843070984,229,,
,229,,,229,0.9663217663764954,
0.9601958990097046,230,,,,,
,230,0.9601958990097046,0.6444294452667236,230,,
,230,,,230,0.965715765953064,
0.9596232175827026,231,,,,,
,231,0.9596232175827026,0.6445087790489197,231,,
,231,,,231,0.9647510051727295,
0.9590529203414917,232,,,,,
,232,0.9590529203414917,0.6447467803955078,232,,
,232,,,232,0.9648362398147583,
0.9584856033325195,233,,,,,
,233,0.9584856033325195,0.6451036930084229,233,,
,233,,,233,0.9638046622276306,
0.9579231142997742,234,,,,,
,234,0.9579231142997742,0.6451632380485535,234,,
,234,,,234,0.9638334512710571,
0.9573637247085571,235,,,,,
,235,0.9573637247085571,0.6453813314437866,235,,
,235,,,235,0.9628061652183533,
0.9568058252334595,236,,,,,
,236,0.9568058252334595,0.6455796360969543,236,,
,236,,,236,0.9625357389450073,
0.956251859664917,237,,,,,
,237,0.956251859664917,0.6457184553146362,237,,
,237,,,237,0.9618027806282043,
0.9557033181190491,238,,,,,
,238,0.9557033181190491,0.6461547613143921,238,,
,238,,,238,0.9606450200080872,
0.9551581740379333,239,,,,,
,239,0.9551581740379333,0.6465513706207275,239,,
,239,,,239,0.9604514837265015,
0.9546166658401489,240,,,,,
,240,0.9546166658401489,0.6466703414916992,240,,
,240,,,240,0.9609726667404175,
0.9540794491767883,241,,,,,
